technology,country,experience_years,salary_usd,company_size,salary_idr
Docker,Indonesia,10,43987,Large,659805000
Azure,Indonesia,10,43987,Large,659805000
C#,Indonesia,10,43987,Large,659805000
Node.js,Indonesia,12,75989,Large,1139835000
React,Indonesia,12,75989,Large,1139835000
Git,Indonesia,12,75989,Large,1139835000
Kubernetes,Thailand,2,24324,Large,364860000
Git,Thailand,2,24324,Large,364860000
PHP,Thailand,2,24324,Large,364860000
React,Thailand,13,87730,Large,1315950000
Spring Boot,Thailand,13,87730,Large,1315950000
Git,Thailand,13,87730,Large,1315950000
Kubernetes,Thailand,13,87730,Large,1315950000
C#,Thailand,13,87730,Large,1315950000
Spring Boot,Indonesia,7,58353,Large,875295000
Angular,Indonesia,7,58353,Large,875295000
Kubernetes,Indonesia,7,58353,Large,875295000
Django,Indonesia,7,58353,Large,875295000
PostgreSQL,Indonesia,7,58353,Large,875295000
Spring Boot,Singapore,10,63785,Large,956775000
C++,Singapore,10,63785,Large,956775000
Linux,Singapore,10,63785,Large,956775000
Laravel,Singapore,10,63785,Large,956775000
Docker,Singapore,10,63785,Large,956775000
MySQL,Singapore,10,63785,Large,956775000
Express.js,Singapore,13,76059,Small,1140885000
AWS,Singapore,13,76059,Small,1140885000
React,Singapore,13,76059,Small,1140885000
MongoDB,Singapore,13,76059,Small,1140885000
Django,Singapore,13,76059,Small,1140885000
Java,Singapore,13,76059,Small,1140885000
Azure,Singapore,13,76059,Small,1140885000
Spring Boot,Indonesia,12,41592,Small,623880000
JavaScript,Indonesia,12,41592,Small,623880000
Azure,Indonesia,12,41592,Small,623880000
Express.js,Indonesia,12,41592,Small,623880000
C#,Singapore,10,110146,Large,1652190000
Spring Boot,Singapore,10,110146,Large,1652190000
AWS,Singapore,10,110146,Large,1652190000
MySQL,Singapore,10,110146,Large,1652190000
TypeScript,Indonesia,10,68503,Large,1027545000
AWS,Indonesia,10,68503,Large,1027545000
PostgreSQL,Indonesia,10,68503,Large,1027545000
Azure,Indonesia,10,68503,Large,1027545000
Git,Indonesia,10,68503,Large,1027545000
Spring Boot,Indonesia,10,68503,Large,1027545000
JavaScript,Indonesia,9,56432,Large,846480000
Kubernetes,Indonesia,9,56432,Large,846480000
Linux,Indonesia,9,56432,Large,846480000
Express.js,Thailand,3,50060,Small,750900000
Node.js,Thailand,3,50060,Small,750900000
Kubernetes,Thailand,3,50060,Small,750900000
PHP,Thailand,3,50060,Small,750900000
C++,Thailand,3,50060,Small,750900000
AWS,Thailand,3,50060,Small,750900000
Angular,Thailand,11,43348,Medium,650220000
PostgreSQL,Thailand,11,43348,Medium,650220000
React,Thailand,11,43348,Medium,650220000
TypeScript,Thailand,11,43348,Medium,650220000
JavaScript,Thailand,11,43348,Medium,650220000
JavaScript,Thailand,4,24730,Medium,370950000
AWS,Thailand,4,24730,Medium,370950000
C++,Thailand,4,24730,Medium,370950000
PostgreSQL,Indonesia,14,16871,Small,253065000
Kubernetes,Indonesia,14,16871,Small,253065000
Docker,Indonesia,14,16871,Small,253065000
Spring Boot,Indonesia,14,16871,Small,253065000
Vue.js,Indonesia,14,16871,Small,253065000
C#,Indonesia,14,16871,Small,253065000
Express.js,Indonesia,14,16871,Small,253065000
MongoDB,Indonesia,14,16871,Small,253065000
MySQL,Malaysia,12,27664,Medium,414960000
JavaScript,Malaysia,12,27664,Medium,414960000
Angular,Malaysia,12,27664,Medium,414960000
C#,Malaysia,12,27664,Medium,414960000
Azure,Malaysia,12,27664,Medium,414960000
Vue.js,Indonesia,12,110129,Small,1651935000
Azure,Indonesia,12,110129,Small,1651935000
Spring Boot,Indonesia,12,110129,Small,1651935000
Kubernetes,Indonesia,12,110129,Small,1651935000
PostgreSQL,Indonesia,12,110129,Small,1651935000
MongoDB,Thailand,7,92148,Large,1382220000
JavaScript,Thailand,7,92148,Large,1382220000
C#,Thailand,7,92148,Large,1382220000
C++,Thailand,7,92148,Large,1382220000
Java,Thailand,7,92148,Large,1382220000
Express.js,Indonesia,8,56950,Large,854250000
PHP,Indonesia,8,56950,Large,854250000
Angular,Indonesia,8,56950,Large,854250000
Azure,Indonesia,8,56950,Large,854250000
Git,Indonesia,8,56950,Large,854250000
Python,Malaysia,6,117693,Small,1765395000
C++,Malaysia,6,117693,Small,1765395000
MySQL,Malaysia,6,117693,Small,1765395000
Linux,Malaysia,6,117693,Small,1765395000
C#,Malaysia,6,117693,Small,1765395000
React,Malaysia,6,117693,Small,1765395000
Vue.js,Thailand,1,54213,Large,813195000
Python,Thailand,1,54213,Large,813195000
Java,Thailand,1,54213,Large,813195000
C++,Thailand,1,54213,Large,813195000
Spring Boot,Thailand,1,54213,Large,813195000
JavaScript,Singapore,1,37958,Large,569370000
MongoDB,Singapore,1,37958,Large,569370000
C++,Singapore,1,37958,Large,569370000
Spring Boot,Malaysia,13,113754,Large,1706310000
Express.js,Malaysia,13,113754,Large,1706310000
React,Malaysia,13,113754,Large,1706310000
PHP,Malaysia,13,113754,Large,1706310000
Laravel,Malaysia,13,113754,Large,1706310000
Azure,Indonesia,7,64291,Medium,964365000
PHP,Indonesia,7,64291,Medium,964365000
Vue.js,Indonesia,7,64291,Medium,964365000
Django,Malaysia,15,28017,Medium,420255000
MySQL,Malaysia,15,28017,Medium,420255000
React,Malaysia,15,28017,Medium,420255000
Azure,Malaysia,15,28017,Medium,420255000
C++,Malaysia,15,28017,Medium,420255000
Vue.js,Malaysia,15,28017,Medium,420255000
Kubernetes,Malaysia,15,28017,Medium,420255000
Docker,Malaysia,4,28542,Large,428130000
AWS,Malaysia,4,28542,Large,428130000
JavaScript,Malaysia,4,28542,Large,428130000
Angular,Malaysia,4,28542,Large,428130000
Django,Malaysia,4,28542,Large,428130000
Git,Malaysia,4,28542,Large,428130000
Python,Malaysia,4,28542,Large,428130000
Spring Boot,Malaysia,4,28542,Large,428130000
JavaScript,Malaysia,13,116607,Small,1749105000
Node.js,Malaysia,13,116607,Small,1749105000
Linux,Malaysia,13,116607,Small,1749105000
MongoDB,Malaysia,13,116607,Small,1749105000
Docker,Malaysia,13,116607,Small,1749105000
PHP,Malaysia,13,116607,Small,1749105000
Java,Malaysia,13,116607,Small,1749105000
Express.js,Malaysia,13,116607,Small,1749105000
C++,Malaysia,12,30540,Medium,458100000
PHP,Malaysia,12,30540,Medium,458100000
AWS,Malaysia,12,30540,Medium,458100000
Vue.js,Malaysia,12,30540,Medium,458100000
Docker,Thailand,12,92936,Medium,1394040000
Spring Boot,Thailand,12,92936,Medium,1394040000
Express.js,Thailand,12,92936,Medium,1394040000
Django,Thailand,12,92936,Medium,1394040000
Git,Thailand,12,92936,Medium,1394040000
Angular,Thailand,12,92936,Medium,1394040000
Node.js,Thailand,12,92936,Medium,1394040000
React,Thailand,12,92936,Medium,1394040000
Python,Indonesia,5,31073,Medium,466095000
PostgreSQL,Indonesia,5,31073,Medium,466095000
MongoDB,Indonesia,5,31073,Medium,466095000
Spring Boot,Indonesia,5,31073,Medium,466095000
JavaScript,Indonesia,5,31073,Medium,466095000
Java,Indonesia,5,31073,Medium,466095000
React,Thailand,5,17438,Small,261570000
Node.js,Thailand,5,17438,Small,261570000
MongoDB,Thailand,5,17438,Small,261570000
MySQL,Thailand,5,17438,Small,261570000
Kubernetes,Indonesia,2,61748,Large,926220000
Docker,Indonesia,2,61748,Large,926220000
C++,Indonesia,2,61748,Large,926220000
Vue.js,Indonesia,2,61748,Large,926220000
C#,Indonesia,2,61748,Large,926220000
TypeScript,Thailand,11,108251,Small,1623765000
MySQL,Thailand,11,108251,Small,1623765000
Laravel,Thailand,11,108251,Small,1623765000
PostgreSQL,Thailand,11,108251,Small,1623765000
Linux,Indonesia,11,86160,Small,1292400000
TypeScript,Indonesia,11,86160,Small,1292400000
AWS,Indonesia,11,86160,Small,1292400000
PHP,Indonesia,11,86160,Small,1292400000
Linux,Indonesia,8,115727,Large,1735905000
Django,Indonesia,8,115727,Large,1735905000
TypeScript,Indonesia,8,115727,Large,1735905000
PHP,Indonesia,8,115727,Large,1735905000
C++,Indonesia,8,115727,Large,1735905000
C#,Indonesia,8,115727,Large,1735905000
AWS,Indonesia,8,115727,Large,1735905000
C++,Singapore,9,52894,Large,793410000
AWS,Singapore,9,52894,Large,793410000
PostgreSQL,Singapore,9,52894,Large,793410000
Spring Boot,Singapore,9,52894,Large,793410000
C#,Singapore,9,52894,Large,793410000
Python,Singapore,9,52894,Large,793410000
Angular,Singapore,9,52894,Large,793410000
Kubernetes,Singapore,9,52894,Large,793410000
PHP,Singapore,13,26824,Medium,402360000
Django,Singapore,13,26824,Medium,402360000
Python,Singapore,13,26824,Medium,402360000
Spring Boot,Singapore,13,26824,Medium,402360000
Kubernetes,Singapore,13,26824,Medium,402360000
TypeScript,Singapore,13,26824,Medium,402360000
JavaScript,Thailand,3,97565,Medium,1463475000
Angular,Thailand,3,97565,Medium,1463475000
C#,Thailand,3,97565,Medium,1463475000
PHP,Thailand,3,97565,Medium,1463475000
Java,Thailand,3,97565,Medium,1463475000
Linux,Indonesia,7,69799,Small,1046985000
Git,Indonesia,7,69799,Small,1046985000
AWS,Indonesia,7,69799,Small,1046985000
Express.js,Singapore,9,32223,Small,483345000
Angular,Singapore,9,32223,Small,483345000
JavaScript,Singapore,9,32223,Small,483345000
PostgreSQL,Singapore,9,32223,Small,483345000
C#,Singapore,9,32223,Small,483345000
Python,Singapore,9,32223,Small,483345000
Docker,Indonesia,13,41931,Medium,628965000
Azure,Indonesia,13,41931,Medium,628965000
Git,Indonesia,13,41931,Medium,628965000
Java,Indonesia,13,41931,Medium,628965000
C++,Indonesia,3,38643,Small,579645000
Kubernetes,Indonesia,3,38643,Small,579645000
Git,Indonesia,3,38643,Small,579645000
MongoDB,Indonesia,3,38643,Small,579645000
JavaScript,Indonesia,3,38643,Small,579645000
Laravel,Indonesia,9,95951,Large,1439265000
Spring Boot,Indonesia,9,95951,Large,1439265000
Kubernetes,Indonesia,9,95951,Large,1439265000
Git,Indonesia,9,95951,Large,1439265000
Linux,Indonesia,9,95951,Large,1439265000
MySQL,Indonesia,9,95951,Large,1439265000
Express.js,Indonesia,9,95951,Large,1439265000
Azure,Indonesia,9,95951,Large,1439265000
PostgreSQL,Thailand,9,74386,Small,1115790000
TypeScript,Thailand,9,74386,Small,1115790000
Laravel,Thailand,9,74386,Small,1115790000
Django,Thailand,9,74386,Small,1115790000
Vue.js,Thailand,9,74386,Small,1115790000
React,Thailand,9,74386,Small,1115790000
Docker,Thailand,9,74386,Small,1115790000
Linux,Singapore,12,78047,Medium,1170705000
Docker,Singapore,12,78047,Medium,1170705000
Spring Boot,Singapore,12,78047,Medium,1170705000
Python,Singapore,12,78047,Medium,1170705000
MongoDB,Singapore,12,78047,Medium,1170705000
React,Malaysia,8,71561,Large,1073415000
Kubernetes,Malaysia,8,71561,Large,1073415000
TypeScript,Malaysia,8,71561,Large,1073415000
Node.js,Malaysia,8,71561,Large,1073415000
Git,Indonesia,5,45263,Small,678945000
Vue.js,Indonesia,5,45263,Small,678945000
C++,Indonesia,5,45263,Small,678945000
MySQL,Singapore,8,23670,Small,355050000
Laravel,Singapore,8,23670,Small,355050000
AWS,Singapore,8,23670,Small,355050000
Vue.js,Singapore,8,23670,Small,355050000
Angular,Singapore,8,23670,Small,355050000
Kubernetes,Malaysia,3,33685,Small,505275000
MongoDB,Malaysia,3,33685,Small,505275000
MySQL,Malaysia,3,33685,Small,505275000
Spring Boot,Malaysia,3,33685,Small,505275000
Python,Malaysia,3,33685,Small,505275000
Angular,Malaysia,3,33685,Small,505275000
Express.js,Malaysia,3,33685,Small,505275000
Java,Malaysia,3,33685,Small,505275000
Azure,Indonesia,13,109100,Small,1636500000
MongoDB,Indonesia,13,109100,Small,1636500000
Node.js,Indonesia,13,109100,Small,1636500000
MongoDB,Malaysia,6,89922,Large,1348830000
Linux,Malaysia,6,89922,Large,1348830000
Node.js,Malaysia,6,89922,Large,1348830000
PostgreSQL,Malaysia,6,89922,Large,1348830000
Git,Singapore,2,26438,Medium,396570000
React,Singapore,2,26438,Medium,396570000
MySQL,Singapore,2,26438,Medium,396570000
C#,Malaysia,8,74179,Large,1112685000
Spring Boot,Malaysia,8,74179,Large,1112685000
PostgreSQL,Malaysia,8,74179,Large,1112685000
PHP,Malaysia,8,74179,Large,1112685000
Django,Malaysia,8,74179,Large,1112685000
Spring Boot,Thailand,8,49204,Large,738060000
Django,Thailand,8,49204,Large,738060000
Linux,Thailand,8,49204,Large,738060000
Git,Thailand,8,49204,Large,738060000
C++,Thailand,8,49204,Large,738060000
Django,Thailand,1,52735,Large,791025000
Angular,Thailand,1,52735,Large,791025000
Docker,Thailand,1,52735,Large,791025000
Linux,Thailand,1,52735,Large,791025000
MongoDB,Malaysia,1,44662,Small,669930000
Django,Malaysia,1,44662,Small,669930000
React,Malaysia,1,44662,Small,669930000
TypeScript,Malaysia,1,44662,Small,669930000
PostgreSQL,Malaysia,3,75092,Medium,1126380000
Laravel,Malaysia,3,75092,Medium,1126380000
Django,Malaysia,3,75092,Medium,1126380000
Vue.js,Malaysia,5,117814,Large,1767210000
Laravel,Malaysia,5,117814,Large,1767210000
Django,Malaysia,5,117814,Large,1767210000
Kubernetes,Malaysia,5,117814,Large,1767210000
Java,Malaysia,5,117814,Large,1767210000
PostgreSQL,Malaysia,5,117814,Large,1767210000
MySQL,Malaysia,5,117814,Large,1767210000
Spring Boot,Malaysia,5,117814,Large,1767210000
Java,Thailand,15,68023,Medium,1020345000
C++,Thailand,15,68023,Medium,1020345000
Node.js,Thailand,15,68023,Medium,1020345000
PostgreSQL,Thailand,15,68023,Medium,1020345000
Vue.js,Thailand,15,68023,Medium,1020345000
Java,Indonesia,10,24792,Small,371880000
JavaScript,Indonesia,10,24792,Small,371880000
React,Indonesia,10,24792,Small,371880000
C#,Indonesia,10,24792,Small,371880000
PostgreSQL,Indonesia,10,24792,Small,371880000
MongoDB,Thailand,9,113989,Medium,1709835000
Java,Thailand,9,113989,Medium,1709835000
Linux,Thailand,9,113989,Medium,1709835000
Kubernetes,Thailand,9,113989,Medium,1709835000
C#,Thailand,9,113989,Medium,1709835000
TypeScript,Thailand,9,113989,Medium,1709835000
PHP,Singapore,15,93190,Small,1397850000
Laravel,Singapore,15,93190,Small,1397850000
Spring Boot,Singapore,15,93190,Small,1397850000
JavaScript,Singapore,15,93190,Small,1397850000
Azure,Singapore,15,93190,Small,1397850000
Git,Singapore,15,93190,Small,1397850000
Docker,Singapore,15,93190,Small,1397850000
C++,Malaysia,6,23383,Medium,350745000
Java,Malaysia,6,23383,Medium,350745000
Node.js,Malaysia,6,23383,Medium,350745000
Laravel,Malaysia,6,23383,Medium,350745000
React,Indonesia,2,89835,Medium,1347525000
Laravel,Indonesia,2,89835,Medium,1347525000
Node.js,Indonesia,2,89835,Medium,1347525000
Git,Indonesia,2,89835,Medium,1347525000
MongoDB,Malaysia,9,95669,Medium,1435035000
Angular,Malaysia,9,95669,Medium,1435035000
C#,Malaysia,9,95669,Medium,1435035000
Vue.js,Malaysia,9,95669,Medium,1435035000
Express.js,Malaysia,9,95669,Medium,1435035000
Git,Malaysia,9,95669,Medium,1435035000
Spring Boot,Thailand,8,51442,Large,771630000
Express.js,Thailand,8,51442,Large,771630000
Kubernetes,Thailand,8,51442,Large,771630000
TypeScript,Malaysia,7,60663,Small,909945000
MongoDB,Malaysia,7,60663,Small,909945000
C++,Malaysia,7,60663,Small,909945000
PHP,Malaysia,14,67414,Large,1011210000
Spring Boot,Malaysia,14,67414,Large,1011210000
MongoDB,Malaysia,14,67414,Large,1011210000
AWS,Malaysia,14,67414,Large,1011210000
JavaScript,Malaysia,14,67414,Large,1011210000
C#,Thailand,10,73770,Medium,1106550000
MongoDB,Thailand,10,73770,Medium,1106550000
Laravel,Thailand,10,73770,Medium,1106550000
Angular,Thailand,10,73770,Medium,1106550000
Django,Thailand,9,107173,Large,1607595000
MySQL,Thailand,9,107173,Large,1607595000
Docker,Thailand,9,107173,Large,1607595000
Express.js,Thailand,9,107173,Large,1607595000
MongoDB,Thailand,9,107173,Large,1607595000
C++,Thailand,9,107173,Large,1607595000
Node.js,Thailand,9,107173,Large,1607595000
Vue.js,Thailand,9,107173,Large,1607595000
Vue.js,Malaysia,14,25894,Medium,388410000
Linux,Malaysia,14,25894,Medium,388410000
Kubernetes,Malaysia,14,25894,Medium,388410000
Docker,Malaysia,14,25894,Medium,388410000
MongoDB,Malaysia,14,25894,Medium,388410000
C++,Malaysia,14,25894,Medium,388410000
Azure,Malaysia,14,25894,Medium,388410000
Python,Malaysia,5,56451,Small,846765000
C++,Malaysia,5,56451,Small,846765000
Node.js,Malaysia,5,56451,Small,846765000
Git,Malaysia,5,56451,Small,846765000
Linux,Malaysia,5,56451,Small,846765000
MongoDB,Malaysia,5,56451,Small,846765000
Kubernetes,Malaysia,5,56451,Small,846765000
MySQL,Thailand,13,61827,Small,927405000
React,Thailand,13,61827,Small,927405000
Angular,Thailand,13,61827,Small,927405000
PHP,Singapore,9,69025,Large,1035375000
C#,Singapore,9,69025,Large,1035375000
Git,Singapore,9,69025,Large,1035375000
React,Singapore,9,69025,Large,1035375000
Azure,Singapore,9,69025,Large,1035375000
Angular,Singapore,9,69025,Large,1035375000
TypeScript,Singapore,9,69025,Large,1035375000
C#,Thailand,6,119607,Large,1794105000
Git,Thailand,6,119607,Large,1794105000
JavaScript,Thailand,6,119607,Large,1794105000
PostgreSQL,Thailand,6,119607,Large,1794105000
MySQL,Singapore,3,43186,Small,647790000
PHP,Singapore,3,43186,Small,647790000
JavaScript,Singapore,3,43186,Small,647790000
MySQL,Singapore,9,64683,Small,970245000
Spring Boot,Singapore,9,64683,Small,970245000
React,Singapore,9,64683,Small,970245000
TypeScript,Singapore,9,64683,Small,970245000
Git,Singapore,9,64683,Small,970245000
Express.js,Singapore,3,39851,Large,597765000
MySQL,Singapore,3,39851,Large,597765000
Python,Singapore,3,39851,Large,597765000
Spring Boot,Singapore,2,118351,Large,1775265000
Azure,Singapore,2,118351,Large,1775265000
C#,Singapore,2,118351,Large,1775265000
TypeScript,Singapore,2,118351,Large,1775265000
Vue.js,Singapore,2,118351,Large,1775265000
C++,Malaysia,12,67557,Small,1013355000
PostgreSQL,Malaysia,12,67557,Small,1013355000
Laravel,Malaysia,12,67557,Small,1013355000
Node.js,Malaysia,12,67557,Small,1013355000
Python,Malaysia,12,67557,Small,1013355000
React,Malaysia,12,67557,Small,1013355000
Linux,Malaysia,12,67557,Small,1013355000
Spring Boot,Malaysia,3,70995,Large,1064925000
PostgreSQL,Malaysia,3,70995,Large,1064925000
Kubernetes,Malaysia,3,70995,Large,1064925000
Azure,Indonesia,5,78495,Large,1177425000
Express.js,Indonesia,5,78495,Large,1177425000
Spring Boot,Indonesia,5,78495,Large,1177425000
C#,Indonesia,5,78495,Large,1177425000
TypeScript,Indonesia,5,78495,Large,1177425000
MongoDB,Indonesia,5,78495,Large,1177425000
Git,Indonesia,5,78495,Large,1177425000
Angular,Indonesia,9,115243,Medium,1728645000
C++,Indonesia,9,115243,Medium,1728645000
Django,Indonesia,9,115243,Medium,1728645000
React,Indonesia,9,115243,Medium,1728645000
Kubernetes,Indonesia,9,115243,Medium,1728645000
JavaScript,Indonesia,9,115243,Medium,1728645000
TypeScript,Indonesia,9,115243,Medium,1728645000
PHP,Indonesia,11,45254,Small,678810000
C#,Indonesia,11,45254,Small,678810000
Azure,Indonesia,11,45254,Small,678810000
Java,Indonesia,11,45254,Small,678810000
MySQL,Singapore,8,67140,Small,1007100000
C#,Singapore,8,67140,Small,1007100000
Java,Singapore,8,67140,Small,1007100000
AWS,Singapore,8,67140,Small,1007100000
React,Singapore,8,67140,Small,1007100000
Azure,Singapore,8,67140,Small,1007100000
Django,Singapore,8,67140,Small,1007100000
Docker,Indonesia,3,62699,Large,940485000
AWS,Indonesia,3,62699,Large,940485000
Laravel,Indonesia,3,62699,Large,940485000
JavaScript,Indonesia,3,62699,Large,940485000
Azure,Indonesia,3,62699,Large,940485000
PostgreSQL,Thailand,4,82367,Medium,1235505000
Git,Thailand,4,82367,Medium,1235505000
Express.js,Thailand,4,82367,Medium,1235505000
Azure,Thailand,4,82367,Medium,1235505000
Python,Malaysia,4,64140,Large,962100000
Express.js,Malaysia,4,64140,Large,962100000
Spring Boot,Malaysia,4,64140,Large,962100000
Angular,Malaysia,4,64140,Large,962100000
Docker,Malaysia,4,64140,Large,962100000
Spring Boot,Thailand,1,50345,Medium,755175000
Azure,Thailand,1,50345,Medium,755175000
TypeScript,Thailand,1,50345,Medium,755175000
PHP,Thailand,1,50345,Medium,755175000
PostgreSQL,Thailand,1,50345,Medium,755175000
Django,Thailand,1,50345,Medium,755175000
Python,Thailand,1,50345,Medium,755175000
Express.js,Thailand,1,50345,Medium,755175000
Git,Malaysia,5,75171,Medium,1127565000
TypeScript,Malaysia,5,75171,Medium,1127565000
C++,Malaysia,5,75171,Medium,1127565000
Django,Malaysia,5,75171,Medium,1127565000
JavaScript,Malaysia,5,75171,Medium,1127565000
C#,Malaysia,5,75171,Medium,1127565000
Linux,Malaysia,5,75171,Medium,1127565000
Kubernetes,Malaysia,5,75171,Medium,1127565000
Java,Indonesia,9,33856,Small,507840000
React,Indonesia,9,33856,Small,507840000
Angular,Indonesia,9,33856,Small,507840000
MySQL,Indonesia,5,115772,Medium,1736580000
Kubernetes,Indonesia,5,115772,Medium,1736580000
Node.js,Indonesia,5,115772,Medium,1736580000
Git,Indonesia,5,115772,Medium,1736580000
MongoDB,Indonesia,5,115772,Medium,1736580000
Python,Indonesia,5,115772,Medium,1736580000
JavaScript,Indonesia,5,115772,Medium,1736580000
Java,Singapore,4,28341,Large,425115000
Node.js,Singapore,4,28341,Large,425115000
Angular,Singapore,4,28341,Large,425115000
Azure,Malaysia,3,102964,Medium,1544460000
Laravel,Malaysia,3,102964,Medium,1544460000
Django,Malaysia,3,102964,Medium,1544460000
MySQL,Malaysia,3,102964,Medium,1544460000
AWS,Malaysia,3,102964,Medium,1544460000
Spring Boot,Malaysia,14,40498,Large,607470000
Django,Malaysia,14,40498,Large,607470000
Node.js,Malaysia,14,40498,Large,607470000
TypeScript,Malaysia,14,40498,Large,607470000
PHP,Malaysia,14,40498,Large,607470000
Angular,Thailand,6,58389,Large,875835000
Laravel,Thailand,6,58389,Large,875835000
Node.js,Thailand,6,58389,Large,875835000
Python,Thailand,6,58389,Large,875835000
PHP,Thailand,6,58389,Large,875835000
C#,Thailand,6,58389,Large,875835000
Linux,Indonesia,8,15405,Small,231075000
C#,Indonesia,8,15405,Small,231075000
MongoDB,Indonesia,8,15405,Small,231075000
Vue.js,Indonesia,8,15405,Small,231075000
AWS,Indonesia,8,15405,Small,231075000
JavaScript,Malaysia,11,118077,Medium,1771155000
Linux,Malaysia,11,118077,Medium,1771155000
Azure,Malaysia,11,118077,Medium,1771155000
Laravel,Malaysia,11,118077,Medium,1771155000
Vue.js,Malaysia,11,118077,Medium,1771155000
PostgreSQL,Malaysia,11,118077,Medium,1771155000
MySQL,Malaysia,2,102532,Large,1537980000
Azure,Malaysia,2,102532,Large,1537980000
PHP,Malaysia,2,102532,Large,1537980000
Kubernetes,Malaysia,2,102532,Large,1537980000
Java,Malaysia,2,102532,Large,1537980000
C++,Singapore,6,40699,Large,610485000
AWS,Singapore,6,40699,Large,610485000
Angular,Singapore,6,40699,Large,610485000
Java,Singapore,6,40699,Large,610485000
Vue.js,Singapore,6,40699,Large,610485000
Node.js,Singapore,6,40699,Large,610485000
Kubernetes,Singapore,6,40699,Large,610485000
Python,Singapore,7,72423,Medium,1086345000
JavaScript,Singapore,7,72423,Medium,1086345000
Node.js,Singapore,7,72423,Medium,1086345000
TypeScript,Singapore,7,72423,Medium,1086345000
Spring Boot,Singapore,7,72423,Medium,1086345000
MongoDB,Singapore,7,72423,Medium,1086345000
Angular,Singapore,14,43238,Medium,648570000
Node.js,Singapore,14,43238,Medium,648570000
PHP,Singapore,14,43238,Medium,648570000
Kubernetes,Singapore,14,43238,Medium,648570000
PostgreSQL,Singapore,14,43238,Medium,648570000
Vue.js,Singapore,14,43238,Medium,648570000
Docker,Singapore,14,43238,Medium,648570000
Linux,Singapore,14,43238,Medium,648570000
AWS,Singapore,13,31466,Large,471990000
Git,Singapore,13,31466,Large,471990000
Django,Singapore,13,31466,Large,471990000
Node.js,Singapore,13,31466,Large,471990000
MongoDB,Singapore,13,31466,Large,471990000
C++,Singapore,13,31466,Large,471990000
JavaScript,Malaysia,12,28239,Medium,423585000
Java,Malaysia,12,28239,Medium,423585000
C#,Malaysia,12,28239,Medium,423585000
React,Malaysia,12,28239,Medium,423585000
MongoDB,Malaysia,12,28239,Medium,423585000
Linux,Indonesia,15,36155,Small,542325000
Vue.js,Indonesia,15,36155,Small,542325000
Git,Indonesia,15,36155,Small,542325000
MySQL,Indonesia,15,36155,Small,542325000
C#,Indonesia,15,36155,Small,542325000
PostgreSQL,Indonesia,15,36155,Small,542325000
MongoDB,Singapore,12,54857,Medium,822855000
Azure,Singapore,12,54857,Medium,822855000
Python,Singapore,12,54857,Medium,822855000
C++,Singapore,12,54857,Medium,822855000
Linux,Singapore,12,54857,Medium,822855000
Angular,Singapore,12,54857,Medium,822855000
Vue.js,Singapore,12,54857,Medium,822855000
Node.js,Thailand,3,25706,Large,385590000
PHP,Thailand,3,25706,Large,385590000
Kubernetes,Thailand,3,25706,Large,385590000
Linux,Thailand,3,25706,Large,385590000
JavaScript,Thailand,3,25706,Large,385590000
AWS,Malaysia,10,82946,Medium,1244190000
C#,Malaysia,10,82946,Medium,1244190000
Django,Malaysia,10,82946,Medium,1244190000
PostgreSQL,Malaysia,10,82946,Medium,1244190000
Linux,Malaysia,10,82946,Medium,1244190000
Angular,Malaysia,10,82946,Medium,1244190000
Spring Boot,Malaysia,10,82946,Medium,1244190000
Git,Singapore,4,49727,Large,745905000
Java,Singapore,4,49727,Large,745905000
Vue.js,Singapore,4,49727,Large,745905000
AWS,Singapore,4,49727,Large,745905000
C#,Singapore,4,49727,Large,745905000
C++,Thailand,10,75597,Small,1133955000
Docker,Thailand,10,75597,Small,1133955000
JavaScript,Thailand,10,75597,Small,1133955000
PostgreSQL,Thailand,10,75597,Small,1133955000
Express.js,Thailand,10,75597,Small,1133955000
Node.js,Thailand,10,75597,Small,1133955000
Kubernetes,Thailand,10,75597,Small,1133955000
Laravel,Thailand,10,75597,Small,1133955000
C#,Malaysia,10,21372,Large,320580000
Git,Malaysia,10,21372,Large,320580000
MySQL,Malaysia,10,21372,Large,320580000
Azure,Malaysia,10,21372,Large,320580000
MongoDB,Malaysia,10,21372,Large,320580000
Vue.js,Malaysia,10,21372,Large,320580000
Java,Malaysia,10,21372,Large,320580000
Kubernetes,Thailand,5,100502,Large,1507530000
Python,Thailand,5,100502,Large,1507530000
Angular,Thailand,5,100502,Large,1507530000
Azure,Thailand,5,100502,Large,1507530000
PHP,Thailand,8,85903,Large,1288545000
Linux,Thailand,8,85903,Large,1288545000
C#,Thailand,8,85903,Large,1288545000
Java,Thailand,8,85903,Large,1288545000
JavaScript,Thailand,4,37737,Medium,566055000
Java,Thailand,4,37737,Medium,566055000
PostgreSQL,Thailand,4,37737,Medium,566055000
Azure,Singapore,10,93710,Medium,1405650000
MongoDB,Singapore,10,93710,Medium,1405650000
Python,Singapore,10,93710,Medium,1405650000
PostgreSQL,Singapore,10,93710,Medium,1405650000
Linux,Thailand,2,117816,Large,1767240000
Laravel,Thailand,2,117816,Large,1767240000
TypeScript,Thailand,2,117816,Large,1767240000
React,Thailand,2,117816,Large,1767240000
C++,Thailand,2,117816,Large,1767240000
Kubernetes,Thailand,2,117816,Large,1767240000
Spring Boot,Thailand,2,117816,Large,1767240000
Vue.js,Indonesia,3,113847,Medium,1707705000
